id|pmk|ano_do_artigo|titulo_do_artigo|issn
237|144|2006|densidades de pirarucu (arapaima gigas, teleostei, osteoglossidae) nas reservas de desenvolvimento sustentavel mamiraua e amana, amazonas, brasil. instituto de desenvolvimento sustentavel mamiraua, amazonas|1981450X
238|144|2006|densidades de pirarucu (arapaima gigas, teleostei, osteoglossidae) nas reservas de desenvolvimento sustentavel mamiraua e amana, amazonas, brasil. instituto de desenvolvimento sustentavel mamiraua, amazonas|1981450X
239|145|2008|densidades de pirarucu (arapaima gigas&lt;/i&gt;, teleostei, osteoglossidae) em lagos das reservas de desenvolvimento sustentavel mamiraua e amana, amazonas, brasil|19814518
240|146|2012|desidratacao osmotica de files de pirarucu (arapaima gigas)|19813686
241|147|2020|detection of pseudomonas sp. in pirarucu (arapaima gigas): a case report in the western amazon|19815484
242|147|2020|detection of pseudomonas sp. in pirarucu (arapaima gigas): a case report in the western amazon|19815484
243|148|1985|determination of fat soluble vitamins from amazonian fish livers.1. hplc analysis of tambaqui, pirarucu and cuiu-cuiu livers|445967
244|149|2011|development and characterization of microsatellite loci in arapaima gigas, an important neotropical fish|1755098X
245|149|2011|development and characterization of microsatellite loci in arapaima gigas, an important neotropical fish|17550998
246|150|2016|diagna³stico do coma(C)rcio de pirarucu nos mercados e feiras de santara(C)m, para!|21795746
247|151|2016|diagnostico do comercio de pirarucu nos mercados e feiras de santarem, para|21795746
248|151|2016|diagnostico do comercio de pirarucu nos mercados e feiras de santarem, para|21795746
249|151|2016|diagnostico do comercio de pirarucu nos mercados e feiras de santarem, para|21795746
250|152|2019|diets for grow-out of pirarucu in net cage: performance, physiological parameters, fillet composition and feeding cost|16782305
251|152|2019|diets for grow-out of pirarucu in net cage: performance, physiological parameters, fillet composition and feeding cost|16782305
252|152|2019|diets for grow-out of pirarucu in net cage: performance, physiological parameters, fillet composition and feeding cost|469939
253|153|2015|differentially expressed genes in the pituitary of the amazonian fish arapaima gigas|20069839
254|153|2015|differentially expressed genes in the pituitary of the amazonian fish arapaima gigas|20069839
255|154|2008|digestibilidade aparente de dietas praticas com diferentes relacoes energia:proteina em juvenis de pirarucu|0100204X
256|154|2008|digestibilidade aparente de dietas praticas com diferentes relacoes energia:proteina em juvenis de pirarucu|0100204X
257|154|2008|digestibilidade aparente de dietas praticas com diferentes relacoes energia:proteina em juvenis de pirarucu|0100204X
258|154|2008|digestibilidade aparente de dietas praticas com diferentes relacoes energia:proteina em juvenis de pirarucu|0100204X
259|155|2017|digestibility and physico-chemical characteristics of acid silage meal made of pirarucu waste in diets for commercial laying hens|18078672
260|155|2017|digestibility and physico-chemical characteristics of acid silage meal made of pirarucu waste in diets for commercial laying hens|18078672
261|156|2017|digestibility and physico-chemical characteristics of acid silage meal made of pirarucu waste in diets for commercial laying hens&lt;/b&gt;|18078672
262|156|2017|digestibility and physico-chemical characteristics of acid silage meal made of pirarucu waste in diets for commercial laying hens&lt;/b&gt;|18078672
263|157|2017|digestibility and physico-chemical traits of pirarucu waste acid silage flour in diets for commercial laying hens|18078672
264|158|2016|digestibility of animal and vegetable protein ingredients by pirarucu juveniles, arapaima gigas|18069290
265|158|2016|digestibility of animal and vegetable protein ingredients by pirarucu juveniles, arapaima gigas|18069290
266|158|2016|digestibility of animal and vegetable protein ingredients by pirarucu juveniles, arapaima gigas|18069290
267|159|2016|digestibility of animal and vegetable protein ingredients by pirarucu juveniles, arapaima gigas.|18069290
268|160|2017|digestible protein requirement of pirarucu juveniles (arapaima gigas) reared in outdoor aquaculture|19169760
269|160|2017|digestible protein requirement of pirarucu juveniles (arapaima gigas) reared in outdoor aquaculture|19169760
270|160|2017|digestible protein requirement of pirarucu juveniles (arapaima gigas) reared in outdoor aquaculture|19169760
271|160|2017|digestible protein requirement of pirarucu juveniles (arapaima gigas) reared in outdoor aquaculture|19169760
272|161|2020|dinamica nictemeral em viveiro de piscicultura com macrofitas aquaticas no cultivo de pirarucu|22388753
273|161|2020|dinamica nictemeral em viveiro de piscicultura com macrofitas aquaticas no cultivo de pirarucu|22388753
274|161|2020|dinamica nictemeral em viveiro de piscicultura com macrofitas aquaticas no cultivo de pirarucu|22388753
275|162|2013|dispersal capacity and genetic structure of arapaima gigas on different geographic scales using microsatellite markers|19326203
276|162|2013|dispersal capacity and genetic structure of arapaima gigas on different geographic scales using microsatellite markers|19326203
277|162|2013|dispersal capacity and genetic structure of arapaima gigas on different geographic scales using microsatellite markers|19326203
278|162|2013|dispersal capacity and genetic structure of arapaima gigas on different geographic scales using microsatellite markers|19326203
279|162|2013|dispersal capacity and genetic structure of arapaima gigas on different geographic scales using microsatellite markers|19326203
280|163|2015|drying kinetics and hygroscopic behavior of pirarucu (arapaima gigas) fillet with different salt contents|236438
281|163|2015|drying kinetics and hygroscopic behavior of pirarucu (arapaima gigas) fillet with different salt contents|236438
282|163|2015|drying kinetics and hygroscopic behavior of pirarucu (arapaima gigas) fillet with different salt contents|236438
283|164|2020|economic impacts on the management of arapaima gigas (pirarucus) in protected areas in the central amazon of brazil|22309926
284|164|2020|economic impacts on the management of arapaima gigas (pirarucus) in protected areas in the central amazon of brazil|22309926
285|165|2020|economic impacts on the management of arapaima gigas(pirarucus) in protected areas in the central amazon of brazil.|22309926
286|168|2003|efeito da densidade de estocagem na homogeneidade do crescimento de juvenis  de pirarucu em ambiente confinado|0100204X
287|167|2003|efeito da densidade de estocagem na homogeneidade do crescimento de juvenis de pirarucu em ambidnte confinado|0100204X
288|168|2003|efeito da densidade de estocagem na homogeneidade do crescimento de juvenis de pirarucu em ambiente confinado|0100204X
289|169|2003|efeito da densidade de estocagem na homogeneidade do crescimento de juvenis de pirarucu em ambiente confinado.|0100204X
290|169|2003|efeito da densidade de estocagem na homogeneidade do crescimento de juvenis de pirarucu em ambiente confinado.|16783921
291|166|2003|efeito da densidade de estocagem na homogeneidade do crescimento de juvenis de pirarucu, em ambiente confinado,|0100204X
292|170|2003|efeito da densidade de estocagem sobre a eficiencia alimentar de juvenis de pirarucu (arapaima gigas) em ambiente confinado|445967
293|171|2003|efeito da densidade de estocagem sobre a eficiencia alimentar de juvenis de pirarucu (arapaima gigas) em ambiente confinado.|445967
294|171|2003|efeito da densidade de estocagem sobre a eficiencia alimentar de juvenis de pirarucu (arapaima gigas) em ambiente confinado.|445967
295|172|2003|efeito da densidade de estocagem sobre a eficiencia alimentar de juvenis de pirarucu em ambiente confinado|445967
296|173|2003|efeito da densidade de estocagem sobre a eficiencia alimentar de juvenis de pirarucu em ambiente confunado|445967
297|174|2020|effect of density of fingerling and juvenile pirarucu during transportation on water quality and physiological parameters|18094392
298|175|2017|effect of density on survival, physiological parameters and water quality during pirarucu transportation in open system|1355557X
299|175|2017|effect of density on survival, physiological parameters and water quality during pirarucu transportation in open system|1355557X
300|176|2020|effect of dietary taurine supplementation on the growth and blood physiological parameters of juvenile pirarucu|445967
301|177|2020|effect of size grading on the growth of pirarucu arapaima gigas reared in earthen ponds|0718560X
302|178|2017|effect of the uv-c radiation on shelf life of vacuum-packed refrigerated pirarucu ( ) fillets|10498850
303|179|2017|effect of the uv-c radiation on shelf life of vacuum-packed refrigerated pirarucu ( <i>arapaima gigas</i> ) fillets|15470636
304|179|2017|effect of the uv-c radiation on shelf life of vacuum-packed refrigerated pirarucu ( <i>arapaima gigas</i> ) fillets|10498850
305|180|2017|effect of the uv-c radiation on shelf life of vacuum-packed refrigerated pirarucu ( arapaima gigas</i> ) fillets|10498850
306|180|2017|effect of the uv-c radiation on shelf life of vacuum-packed refrigerated pirarucu ( arapaima gigas</i> ) fillets|10498850
307|184|2019|effects of an       enterococcus faecium</i>        based probiotic on growth performance and health of pirarucu,       arapaima gigas</i>|1355557X
308|181|2019|effects of an <i>enterococcus faecium</i> -based probiotic on growth performance and health of pirarucu, <i>arapaima gigas</i>|1355557X
309|181|2019|effects of an <i>enterococcus faecium</i> -based probiotic on growth performance and health of pirarucu, <i>arapaima gigas</i>|1355557X
310|182|2019|effects of an enterococcus faecium&lt;/i&gt; -based probiotic on growth performance and health of pirarucu, arapaima gigas&lt;/i&gt;|1355557X
311|182|2019|effects of an enterococcus faecium&lt;/i&gt; -based probiotic on growth performance and health of pirarucu, arapaima gigas&lt;/i&gt;|1355557X
312|182|2019|effects of an enterococcus faecium&lt;/i&gt; -based probiotic on growth performance and health of pirarucu, arapaima gigas&lt;/i&gt;|13652109
313|183|2019|effects of an enterococcus faecium</i> -based probiotic on growth performance and health of pirarucu, arapaima gigas</i>|1355557X
314|185|2018|effects of different frying techniques on the color, fatty acid profile, and lipid oxidation of arapaima gigas</i>|1458892
315|185|2018|effects of different frying techniques on the color, fatty acid profile, and lipid oxidation of arapaima gigas</i>|1458892
316|185|2018|effects of different frying techniques on the color, fatty acid profile, and lipid oxidation of arapaima gigas</i>|1458892
317|186|2019|effects of feeding strategies on growth, biochemical parameters and waste excretion of juvenile arapaima (arapaima gigas) raised in recirculating aquaculture systems (ras)|448486
318|186|2019|effects of feeding strategies on growth, biochemical parameters and waste excretion of juvenile arapaima (arapaima gigas) raised in recirculating aquaculture systems (ras)|448486
319|186|2019|effects of feeding strategies on growth, biochemical parameters and waste excretion of juvenile arapaima (arapaima gigas) raised in recirculating aquaculture systems (ras)|448486
320|186|2019|effects of feeding strategies on growth, biochemical parameters and waste excretion of juvenile arapaima (arapaima gigas) raised in recirculating aquaculture systems (ras)|448486
321|187|2017|effects of modified atmosphere packing over the shelf life of sous vide from captive pirarucu (arapaima gigas)|14668564
322|187|2017|effects of modified atmosphere packing over the shelf life of sous vide from captive pirarucu (arapaima gigas)|14668564
323|187|2017|effects of modified atmosphere packing over the shelf life of sous vide from captive pirarucu (arapaima gigas)|14668564
324|187|2017|effects of modified atmosphere packing over the shelf life of sous vide from captive pirarucu (arapaima gigas)|14668564
325|187|2017|effects of modified atmosphere packing over the shelf life of sous vide from captive pirarucu (arapaima gigas)|14668564
326|188|2012|effects of stocking density on the performance of juvenile pirarucu (arapaima gigas) in cages|448486
327|188|2012|effects of stocking density on the performance of juvenile pirarucu (arapaima gigas) in cages|448486
328|188|2012|effects of stocking density on the performance of juvenile pirarucu (arapaima gigas) in cages|448486
329|188|2012|effects of stocking density on the performance of juvenile pirarucu (arapaima gigas) in cages|448486
330|188|2012|effects of stocking density on the performance of juvenile pirarucu (arapaima gigas) in cages|448486
331|188|2012|effects of stocking density on the performance of juvenile pirarucu (arapaima gigas) in cages|448486
332|189|2012|effects of stocking density on the performance of juvenile pirarucu (arapaima gigas) in cages.|448486
333|190|2020|efficiency of color pattern as a method for sex identification in arapaima gigas (schinz, 1822)|18099009
334|190|2020|efficiency of color pattern as a method for sex identification in arapaima gigas (schinz, 1822)|18099009
335|191|2017|eggs hatching and oncomiracidia lifespan of dawestrema cycloancistrium , a monogenean parasitic on arapaima gigas|3044017
336|191|2017|eggs hatching and oncomiracidia lifespan of dawestrema cycloancistrium , a monogenean parasitic on arapaima gigas|3044017
337|191|2017|eggs hatching and oncomiracidia lifespan of dawestrema cycloancistrium , a monogenean parasitic on arapaima gigas|3044017
338|195|2014|elaboracao e composicao das silagens acida e co-seca de visceras de pirarucu (arapaima gigas).|1981724X
339|192|2020|elaboracao, caracterizacao fisico-quimica e microbiologica de produtos do pirarucu|25258761
340|193|2016|elaboracao, rendimento e custo de almondegas de tilapia do nilo e pirarucu cultivados: aplicacao na merenda escolar|23578068
341|193|2016|elaboracao, rendimento e custo de almondegas de tilapia do nilo e pirarucu cultivados: aplicacao na merenda escolar|23578068
342|193|2016|elaboracao, rendimento e custo de almondegas de tilapia do nilo e pirarucu cultivados: aplicacao na merenda escolar|23578068
343|194|2016|elaboracao, rendimento e custos de almondegas de tilapia do nilo (oreochromis niloticus) e pirarucu (arapaima gigas) cultivados: aplicacao na merenda escolar|23578068
344|196|2019|endoscopy and cannulation as non-invasive tools to identify sex and monitor reproductive development in arapaima gigas|458510
345|196|2019|endoscopy and cannulation as non-invasive tools to identify sex and monitor reproductive development in arapaima gigas|458510
346|196|2019|endoscopy and cannulation as non-invasive tools to identify sex and monitor reproductive development in arapaima gigas|458511
347|197|2016|endoscopy application in broodstock management of <i>arapaima gigas</i> (schinz, 1822)|1758659
348|197|2016|endoscopy application in broodstock management of <i>arapaima gigas</i> (schinz, 1822)|1758659
349|198|2020|essential oil from ocimum basilicum improves growth performance and does not alter biochemical variables related to stress in pirarucu (arapaima gigas)|13765
350|198|2020|essential oil from ocimum basilicum improves growth performance and does not alter biochemical variables related to stress in pirarucu (arapaima gigas)|16782690
351|199|2002|estudo anatomico do cranio de arapaima gigas|18083064
352|200|2002|estudo ultra-estrutural das celulas eosinofilas granulosas do canal alimentar de pirarucu (arapaima gigas)|18083064
353|201|2002|estudo ultra-estrutural dos leucocitos de pirarucu|18083064
354|202|2012|estudos etnoictiologicos sobre o pirarucu arapaima gigas na amazonia central|445967
355|202|2012|estudos etnoictiologicos sobre o pirarucu arapaima gigas na amazonia central|445967
356|203|2020|evaluation of muscle cuts of pirarucu (arapaima gigas) and sous vide product characterization and quality parameters|1878450X
357|203|2020|evaluation of muscle cuts of pirarucu (arapaima gigas) and sous vide product characterization and quality parameters|9999999X
358|203|2020|evaluation of muscle cuts of pirarucu (arapaima gigas) and sous vide product characterization and quality parameters|1878450X
359|204|2015|evidence of polygamy in the socially monogamous amazonian fish arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|16796225
360|204|2015|evidence of polygamy in the socially monogamous amazonian fish arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|16796225
361|204|2015|evidence of polygamy in the socially monogamous amazonian fish arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|16796225
362|204|2015|evidence of polygamy in the socially monogamous amazonian fish arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|16796225
363|205|2016|exibicao turistica de pirarucus (arapaima gigas&lt;/i&gt; schinz, 1822) de cativeiro na amazonia: alternativa de aproveitamento comercial da especie?|1021109
364|206|2016|exibicao turistica de pirarucus (arapaima gigas</i> schinz, 1822) de cativeiro na amazonia: alternativa de aproveitamento comercial da especie?|1021109
365|207|2019|exogenous enzymes on the feeding of pirarucu arapaima gigas schinz. 1822 (osteoglossiformes. arapaimidae)|19810997
366|207|2019|exogenous enzymes on the feeding of pirarucu arapaima gigas schinz. 1822 (osteoglossiformes. arapaimidae)|19810997
367|208|2020|expression of acetylcholine- and g protein coupled muscarinic receptor in the neuroepithelial cells (necs) of the obligated air-breathing fish, arapaima gigas (arapaimatidae: teleostei)|9442006
368|209|2014|expression of growth-related factors in skeletal muscle of pirarucu (arapaima gigas) during growth|21559546
369|209|2014|expression of growth-related factors in skeletal muscle of pirarucu (arapaima gigas) during growth|21559546
370|210|2014|expression of growth-related factors in skeletal muscle of pirarucu (arapaima gigas) during growth.|21559546
371|211|2014|expression of growth-related factors in skeletal muscle of pirarucu(arapaima gigas) during growth|21559546
372|212|2012|extensao rural e pesqueira agroecologica amazonica: a experiencia do projeto pirarucu-gente|21762368
373|213|2019|fatty acid composition and influence of temperature on the lipid stability of arapaima gigas meat|19816723
374|213|2019|fatty acid composition and influence of temperature on the lipid stability of arapaima gigas meat|19816723
375|213|2019|fatty acid composition and influence of temperature on the lipid stability of arapaima gigas meat|19816723
376|213|2019|fatty acid composition and influence of temperature on the lipid stability of arapaima gigas meat|19816723
377|214|2007|fauna ectoparasitaria en alevinos de paiche arapaima gigas (schinz, 1822) cultivados en el centro de investigaciones de quistococha, loreto, peru|24101184
378|215|2007|fauna ectoparasitaria en alevinos de paiche arapaima gigas (shinz, 1822) cultivados en el centro de investigaciones de quistochocha, loreto, peru|10185674
379|216|2007|fauna ectoparasitaria en alevinos de paiche arapaima gigas (shinz, 1822) cultivados en el centro de investigaciones de quistococha, loreto, peru|10185674
380|216|2007|fauna ectoparasitaria en alevinos de paiche arapaima gigas (shinz, 1822) cultivados en el centro de investigaciones de quistococha, loreto, peru|10185674
381|217|2019|feeding frequency affects feed intake and growth in juvenile pirarucu (arapaima gigas)|18094392
382|217|2019|feeding frequency affects feed intake and growth in juvenile pirarucu (arapaima gigas)|18094392
383|218|2005|feeding of juvenile pirarucu (arapaima gigas, arapaimidae) in their natural environment, lago quatro bocas, araguaiana-mt, brazil|16796225
384|218|2005|feeding of juvenile pirarucu (arapaima gigas, arapaimidae) in their natural environment, lago quatro bocas, araguaiana-mt, brazil|
385|218|2005|feeding of juvenile pirarucu (arapaima gigas, arapaimidae) in their natural environment, lago quatro bocas, araguaiana-mt, brazil|16796225
386|219|2015|first record of arapaima gigas (schinz, 1822) (teleostei: osteoglossomorpha), the ?pirarucu?, in the upper parana river basin, southeast brazil|1809127X
387|220|2015|first record of arapaima gigas (schinz, 1822) (teleostei: osteoglossomorpha), the pirarucu, in the upper parana river basin, southeast brazil|1809127X
388|221|2017|first record of dolops striata (branchiura: argulidae) on arapaima gigas from a fish farm in state of para, brazil|24101184
389|222|2015|first record of hysterothylacium sp. larvae (nematoda: anisakidae) with zoonotic potential in the pirarucu arapaima gigas (osteichthyes: arapaimidae) from south america|16784375
390|223|2015|first record of hysterothylacium sp. larvae (nematoda: anisakidae) with zoonotic potential in the pirarucu arapaima gigas (osteichthyes: arapaimidae) from south america.|16784375
391|224|2015|first record of hysterothylacium sp. larvae (nematoda:anisakidae) with zoonotic potential in the pirarucu arapaima gigas (osteichthyes: arapaimidae) from south america|15196984
392|225|2015|first record of larvae of hysterothylacium (nematoda: anisakidae) with zoonotic potential in the pirarucu arapaima gigas (osteichthyes: arapaimidae) from south america|16784375
393|225|2015|first record of larvae of hysterothylacium (nematoda: anisakidae) with zoonotic potential in the pirarucu arapaima gigas (osteichthyes: arapaimidae) from south america|16784375
394|225|2015|first record of larvae of hysterothylacium (nematoda: anisakidae) with zoonotic potential in the pirarucu arapaima gigas (osteichthyes: arapaimidae) from south america|16784375
395|226|2012|first record of trichodina heterodentata (ciliophora: trichodinidae) from arapaima gigas cultivated in peru|445967
396|227|2012|first record of trichodina heterodentata (ciliophora: trichodinidae) from arapaima gigas cultivated in peru.|445967
397|228|2017|fish protein hydrolysate as an ingredient in diets for arapaima gigas juveniles|16782305
398|228|2017|fish protein hydrolysate as an ingredient in diets for arapaima gigas juveniles|16782305
399|228|2017|fish protein hydrolysate as an ingredient in diets for arapaima gigas juveniles|16782305
400|228|2017|fish protein hydrolysate as an ingredient in diets for arapaima gigas juveniles|16782305
401|228|2017|fish protein hydrolysate as an ingredient in diets for arapaima gigas juveniles|16782305
402|229|2019|fomento a pesca e riscos de extincao: uma analise a partir do registro fotografico do pirarucu (arapaima gigas) do rio araguaia em meados do seculo xx|19843356
403|230|2016|gelatina em po liofilizada obtida de pele de pirarucu (arapaima gigas)|25266578
404|231|2019|genetic diversity and structure in arapaima gigas populations from amazon and araguaia-tocantins river basins|14712156
405|231|2019|genetic diversity and structure in arapaima gigas populations from amazon and araguaia-tocantins river basins|14712156
406|232|2015|genetic diversity of arapaima gigas (schinz, 1822) (osteoglossiformes: arapaimidae) in the araguaia-tocantins basin estimated by issr marker|19820224
407|232|2015|genetic diversity of arapaima gigas (schinz, 1822) (osteoglossiformes: arapaimidae) in the araguaia-tocantins basin estimated by issr marker|19820224
408|232|2015|genetic diversity of arapaima gigas (schinz, 1822) (osteoglossiformes: arapaimidae) in the araguaia-tocantins basin estimated by issr marker|19820224
409|233|2014|genetic relationships between captive and wild subpopulations of arapaima gigas (schinz, in cuvier, 1822)|20069839
410|233|2014|genetic relationships between captive and wild subpopulations of arapaima gigas (schinz, in cuvier, 1822)|20069839
411|233|2014|genetic relationships between captive and wild subpopulations of arapaima gigas (schinz, in cuvier, 1822)|20069839
412|233|2014|genetic relationships between captive and wild subpopulations of arapaima gigas (schinz, in cuvier, 1822)|20069839
413|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
414|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
415|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
416|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
417|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
418|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
419|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
420|234|2012|giant amazonian fish pirarucu (arapaima gigas): its viscera as a source of thermostable trypsin|3088146
421|235|2020|gills and air-breathing organ in o2 uptake, co2 excretion, n-waste excretion, and ionoregulation in small and large pirarucu (arapaima gigas)|1741578
422|236|2020|glutamine use in feeding juvenile pirarucu, arapaima gigas (schinz, 1822)|1020935
423|236|2020|glutamine use in feeding juvenile pirarucu, arapaima gigas (schinz, 1822)|16784162
424|236|2020|glutamine use in feeding juvenile pirarucu, arapaima gigas (schinz, 1822)|16784162
425|237|2017|goezia spinulosa em pirarucu (arapaima gigas) cultivados em tanques escavados de rondonia - brasil|16785150
426|238|2005|gonadal features and reproductive traits of the amazonian fish arapaima gigas (schinz 1822)|17272
427|239|2005|gonadal morphology and reproductive traits of the amazonian fish arapaima gigas (schinz, 1822)|17272
428|239|2005|gonadal morphology and reproductive traits of the amazonian fish arapaima gigas (schinz, 1822)|17272
429|239|2005|gonadal morphology and reproductive traits of the amazonian fish arapaima gigas (schinz, 1822)|17272
430|240|2019|gonadal steroids and energy availability during ovarian maturation stages of the amazonian pirarucu arapaima gigas (teleostei: osteoglossidae) in the wild|10956433
431|242|2020|growth and hematological and immunological responses of arapaima gigas fed diets supplemented with immunostimulant based on saccharomyces cerevisiae and subjected to handling stress|23525134
432|242|2020|growth and hematological and immunological responses of arapaima gigas fed diets supplemented with immunostimulant based on saccharomyces cerevisiae and subjected to handling stress|23525134
433|243|1998|growth and sexual maturation of female pirarucu, arapaima gigas: tools for the conservation and management of an amazonian fish|221112
434|244|2004|growth parameter of pirarucu arapaima gigas brodstock|
435|241|2019|growth, physiological and immune responses of arapaima gigas (arapaimidae) to aeromonas hydrophila challenge and handling stress following feeding with immunostimulant supplemented diets|10504648
436|241|2019|growth, physiological and immune responses of arapaima gigas (arapaimidae) to aeromonas hydrophila challenge and handling stress following feeding with immunostimulant supplemented diets|10504648
437|241|2019|growth, physiological and immune responses of arapaima gigas (arapaimidae) to aeromonas hydrophila challenge and handling stress following feeding with immunostimulant supplemented diets|10504648
438|241|2019|growth, physiological and immune responses of arapaima gigas (arapaimidae) to aeromonas hydrophila challenge and handling stress following feeding with immunostimulant supplemented diets|10504648
439|245|2019|heart structure in the amazonian teleost arapaima gigas&lt;/i&gt; (osteoglossiformes, arapaimidae)|218782
440|245|2019|heart structure in the amazonian teleost arapaima gigas&lt;/i&gt; (osteoglossiformes, arapaimidae)|218782
441|246|2019|heart structure in the amazonian teleost arapaima gigas</i> (osteoglossiformes, arapaimidae)|218782
442|246|2019|heart structure in the amazonian teleost arapaima gigas</i> (osteoglossiformes, arapaimidae)|218782
443|247|2016|helminth community structure of arapaima gigas in semi-intensive and intensive fish farming systems in the southwestern brazilian amazon|22186425
444|247|2016|helminth community structure of arapaima gigas in semi-intensive and intensive fish farming systems in the southwestern brazilian amazon|22186425
445|247|2016|helminth community structure of arapaima gigas in semi-intensive and intensive fish farming systems in the southwestern brazilian amazon|22186425
446|247|2016|helminth community structure of arapaima gigas in semi-intensive and intensive fish farming systems in the southwestern brazilian amazon|22186425
447|247|2016|helminth community structure of arapaima gigas in semi-intensive and intensive fish farming systems in the southwestern brazilian amazon|22186425
448|248|2013|helminthes and protozoan of farmed pirarucu (arapaima gigas) in eastern amazon and host-parasite relationship|1020935
449|248|2013|helminthes and protozoan of farmed pirarucu (arapaima gigas) in eastern amazon and host-parasite relationship|1020935
450|248|2013|helminthes and protozoan of farmed pirarucu (arapaima gigas) in eastern amazon and host-parasite relationship|1020935
451|248|2013|helminthes and protozoan of farmed pirarucu (arapaima gigas) in eastern amazon and host-parasite relationship|1020935
452|248|2013|helminthes and protozoan of farmed pirarucu (arapaima gigas) in eastern amazon and host-parasite relationship|16784162
453|248|2013|helminthes and protozoan of farmed pirarucu (arapaima gigas) in eastern amazon and host-parasite relationship|1020935
454|249|2008|helmintos parasitos do pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes: arapaimidae), no rio araguaia, estado de mato grosso, brasil|0103846X
455|249|2008|helmintos parasitos do pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes: arapaimidae), no rio araguaia, estado de mato grosso, brasil|0103846X
456|249|2008|helmintos parasitos do pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes: arapaimidae), no rio araguaia, estado de mato grosso, brasil|0103846X
457|250|2014|hematological adjustments of the bony tongue arapaima gigas under influence of amazonian waters|17536561
458|250|2014|hematological adjustments of the bony tongue arapaima gigas under influence of amazonian waters|17536561
459|251|2007|hematological and biochemical parameters for the pirarucu arapaima gigas cuvier, 1829 (arapaimidae) in net cage culture.|15657396
460|252|2007|hematological and biochemical parameters for the pirarucu arapaima gigas schinz, 1822 (arapaimatidae) in net cage culture.|15657396
461|253|2007|hematological and biochemical parameters for the pirarucu arapaima gigas schinz, 1822 (osteoglossiformes, arapaimatidae) in net cage culture|15657396
462|253|2007|hematological and biochemical parameters for the pirarucu arapaima gigas schinz, 1822 (osteoglossiformes, arapaimatidae) in net cage culture|15657396
463|253|2007|hematological and biochemical parameters for the pirarucu arapaima gigas schinz, 1822 (osteoglossiformes, arapaimatidae) in net cage culture|1758659
464|253|2007|hematological and biochemical parameters for the pirarucu arapaima gigas schinz, 1822 (osteoglossiformes, arapaimatidae) in net cage culture|1758659
465|254|2007|hematological and biochemical parameters for the pirarucu arapaima gigas schinz, 1822 (osteoglossiformes, arapaimatidae) in net cage culture.|1758659
466|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|18094392
467|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|445967
468|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|18094392
469|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|18094392
470|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|18094392
471|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|18094392
472|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|445967
473|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|18094392
474|255|2017|hematological and biochemical responses of pirarucu (arapaima gigas, arapaimidae) fed with diets containing a glucomannan product derived from yeast and algae|18094392
475|256|2014|high infestation by <i>dawestrema cycloancistrioides</i> in <i>arapaima gigas</i> cultured in the amazon region, peru|23567708
476|257|2014|high infestation by dawestrema cycloancistrioides</i> in arapaima gigas</i> cultured in the amazon region, peru|23567708
477|258|2019|histochemical characterization and connective fiber distribution of the cardiac outflow tract of pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|0720213X
478|258|2019|histochemical characterization and connective fiber distribution of the cardiac outflow tract of pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|0720213X
479|258|2019|histochemical characterization and connective fiber distribution of the cardiac outflow tract of pirarucu, arapaima gigas (schinz, 1822) (osteoglossiformes, arapaimidae)|1432234X
