id|pmk|ano_do_artigo|titulo_do_artigo|issn
732|399|2012|presenca de bacterias indicadoras de condicoes higienico-sanitarias e de patogenos em pirarucu (arapaima gigas shing, 1822) salgado seco comercializados em supermercados e feiras da cidade de belem, para|14130130
733|399|2012|presenca de bacterias indicadoras de condicoes higienico-sanitarias e de patogenos em pirarucu (arapaima gigas shing, 1822) salgado seco comercializados em supermercados e feiras da cidade de belem, para|14130130
734|398|2012|presenca de bacterias indicadoras de condicoes higienico-sanitarias e de patogenos em pirarucu (arapaima gigas, shing, 1822) salgado seco comercializado em supermercados e feiras da cidade de belem, para|14130130
735|400|2012|presenca de bacterias indicadoras de condicoes higienicosanitarias e de patogenos em pirarucu (arapaima gigas shing, 1822) sagado seco comercializado em supermercados e feiras da cidade de belem, para|14130130
736|400|2012|presenca de bacterias indicadoras de condicoes higienicosanitarias e de patogenos em pirarucu (arapaima gigas shing, 1822) sagado seco comercializado em supermercados e feiras da cidade de belem, para|14130130
737|401|2012|presenca de bacterias indicadoras de condicoes higienicosanitarias e de patogenos em pirarucu (arapaima gigas shing, 1822) salgado seco comercializado em supermercados e feiras da cidade de belem, para|14130130
738|401|2012|presenca de bacterias indicadoras de condicoes higienicosanitarias e de patogenos em pirarucu (arapaima gigas shing, 1822) salgado seco comercializado em supermercados e feiras da cidade de belem, para|14130130
739|402|2019|processamento do pirarucu um peixe cada vez mais procurado pelos piscicultores|15191141
740|403|2020|processing and characterization of arapaima gigas scales and their reinforced epoxy composites|22387854
741|403|2020|processing and characterization of arapaima gigas scales and their reinforced epoxy composites|22387854
742|403|2020|processing and characterization of arapaima gigas scales and their reinforced epoxy composites|22387854
743|403|2020|processing and characterization of arapaima gigas scales and their reinforced epoxy composites|22387854
744|403|2020|processing and characterization of arapaima gigas scales and their reinforced epoxy composites|22387854
745|404|2015|produa§a£o de hidrolisado proteico de pirarucu utilizando-se protease de aspergillus flavo-furcatis e pancreatina|19834063
746|405|2015|producao de hidrolisado proteico de pirarucu (arapaima gigas) 1 utilizando protease de aspergillus flavo-furcatis e pancreatina 2|19834063
747|406|2015|producao de hidrolisado proteico de pirarucu utilizando-se protease de aspergillus flavo-furcatis e pancreatina|19834063
748|406|2015|producao de hidrolisado proteico de pirarucu utilizando-se protease de aspergillus flavo-furcatis e pancreatina|19834063
749|406|2015|producao de hidrolisado proteico de pirarucu utilizando-se protease de aspergillus flavo-furcatis e pancreatina|19834063
750|407|2005|producao intensiva do pirarucu, arapaima gigas, na amazonia central:gargalos e pespectivas para a aquicultura|18071511
751|407|2005|producao intensiva do pirarucu, arapaima gigas, na amazonia central:gargalos e pespectivas para a aquicultura|18071511
752|408|2004|propagacao artificial do pirarucu arapaima gigas e producao de alevinos|
753|409|2012|qualidade do pirarucu (arapaima gigas shing, 1822) salgado seco comercializado em mercados varejistas|739855
754|409|2012|qualidade do pirarucu (arapaima gigas shing, 1822) salgado seco comercializado em mercados varejistas|19833814
755|409|2012|qualidade do pirarucu (arapaima gigas shing, 1822) salgado seco comercializado em mercados varejistas|19833814
756|409|2012|qualidade do pirarucu (arapaima gigas shing, 1822) salgado seco comercializado em mercados varejistas|739855
757|410|2000|qualidade microbiologica do pirarucu (arapaima gigas) salgado comercializado em belem-pa|1517591X
758|411|2001|qualidade microbiologica do pirarucu (arapaima gigas). salgado distribuido ao consumo em belem, para|1517591X
759|413|2008|rapid and inexpensive analysis of genetic variability in arapaima gigas by pcr multiplex panel of eight microsatellites|16765680
760|413|2008|rapid and inexpensive analysis of genetic variability in arapaima gigas by pcr multiplex panel of eight microsatellites|16765680
761|413|2008|rapid and inexpensive analysis of genetic variability in arapaima gigas by pcr multiplex panel of eight microsatellites|16765680
762|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
763|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
764|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
765|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
766|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
767|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
768|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
769|412|2017|rapid-communication genetic diversity and differentiation in natural populations of arapaima gigas from lower amazon revealed by microsatellites|16765680
770|414|2011|re-contagens de pirarucu: um metodo de avaliacao da qualidade das contagens de pirarucus|19814518
771|415|2011|re-counts pirarucu: a method for evaluating the quality of the pirarucu counts|19814518
772|416|2011|recontagens de pirarucu (arapaima giggas): um metodo de avaliacao da qualidade das contagens de pirarucu|1981450X
773|417|2011|recount pirarucu: a method for assessing the quality of piraucu countings|1981450X
774|418|2012|relacao peso-comprimento e fator de condicao (kn) no periodo reprodutivo do arapaima gigas (schinz, 1822) em cativeiro|1043773
775|418|2012|relacao peso-comprimento e fator de condicao (kn) no periodo reprodutivo do arapaima gigas (schinz, 1822) em cativeiro|1043773
776|418|2012|relacao peso-comprimento e fator de condicao (kn) no periodo reprodutivo do arapaima gigas (schinz, 1822) em cativeiro|1043773
777|420|2010|relacao peso-comprimento e fator de condicao relativo (kn) do pirarucu arapaima gigas schinz, 1822 (arapaimidae)  em cultivo semi-intensivo no estado do aamzonas, brasil.|15176770
778|419|2010|relacao peso-comprimento e fator de condicao relativo (kn) do pirarucu arapaima gigas schinz, 1822 (arapaimidae) em cuktivo semi-intensivo no estado do amazonas, brasil|15176770
779|421|2010|relacao peso-comprimento e fator de condicao relativo (kn) do pirarucu arapaima gigas schinz, 1822 (arapaimidae) em cultivo semi-intensivo no estado do amazonas, brasil|15176770
780|421|2010|relacao peso-comprimento e fator de condicao relativo (kn) do pirarucu arapaima gigas schinz, 1822 (arapaimidae) em cultivo semi-intensivo no estado do amazonas, brasil|15176770
781|422|2008|rendimento do file de pirarucu|1980587X
782|423|2006|respostas de estresse em pirarucu (arapaima gigas) durante praticas de rotina em piscicultura|445967
783|423|2006|respostas de estresse em pirarucu (arapaima gigas) durante praticas de rotina em piscicultura|445967
784|423|2006|respostas de estresse em pirarucu (arapaima gigas) durante praticas de rotina em piscicultura|
785|424|2015|respostas hematologicas de arapaima gigas (pisces: arapaimidae) parasitados naturalmente por protozoarios e metazoarios|21795746
786|424|2015|respostas hematologicas de arapaima gigas (pisces: arapaimidae) parasitados naturalmente por protozoarios e metazoarios|21795746
787|424|2015|respostas hematologicas de arapaima gigas (pisces: arapaimidae) parasitados naturalmente por protozoarios e metazoarios|21795746
788|425|2017|respuesta hematologica y bioquimica en juveniles de paiche arapaima gigas sometidos a diferentes concentraciones de amonio|10185674
789|426|2009|salvamento e a realocacao do peixe pirarucu 'in natura,' no municipio de sao miguel do araguaia-go|1517669X
790|427|2004|samuel rawet e o teatro da transgressao: uma leitura das pecas ineditas 'os amantes' e 'a farsa da pesca do pirarucu e da cacada do jacu'|15180158
791|428|1995|scanning electron microscopic observations on goezia spinula ( diesing,1839) (nematoda anisakidae) from arapaima gigas (cuvier,1817)|740276
792|429|1995|scanning electron microscopic observations on goezia spinulosa diesing,1839, nematoda: anisakidae from arapaima gigas cuvier,1817|
793|430|1995|scanning electron microscopic observations on goezia spinulosa(nematoda:anisakidae) froom arapaima gigas|
794|431|2014|seasonality influence on biochemical and hematological indicators of stress and growth of pirarucu (arapaima gigas), an amazonian air-breathing fish|1537744X
795|431|2014|seasonality influence on biochemical and hematological indicators of stress and growth of pirarucu (arapaima gigas), an amazonian air-breathing fish|1537744X
796|431|2014|seasonality influence on biochemical and hematological indicators of stress and growth of pirarucu (arapaima gigas), an amazonian air-breathing fish|1537744X
797|431|2014|seasonality influence on biochemical and hematological indicators of stress and growth of pirarucu (arapaima gigas), an amazonian air-breathing fish|1537744X
798|431|2014|seasonality influence on biochemical and hematological indicators of stress and growth of pirarucu (arapaima gigas), an amazonian air-breathing fish|1537744X
799|432|2016|self-feeder systems and infrared sensors to evaluate the daily feeding and locomotor rhythms of pirarucu (arapaima gigas) cultivated in outdoor tanks|448486
800|432|2016|self-feeder systems and infrared sensors to evaluate the daily feeding and locomotor rhythms of pirarucu (arapaima gigas) cultivated in outdoor tanks|448486
801|432|2016|self-feeder systems and infrared sensors to evaluate the daily feeding and locomotor rhythms of pirarucu (arapaima gigas) cultivated in outdoor tanks|448486
802|432|2016|self-feeder systems and infrared sensors to evaluate the daily feeding and locomotor rhythms of pirarucu (arapaima gigas) cultivated in outdoor tanks|448486
803|432|2016|self-feeder systems and infrared sensors to evaluate the daily feeding and locomotor rhythms of pirarucu (arapaima gigas) cultivated in outdoor tanks|448486
804|433|2011|sex determination in the giant fish of amazon basin, arapaima gigas (osteoglossiformes, arapaimatidae), using laparoscopy|445967
805|433|2011|sex determination in the giant fish of amazon basin, arapaima gigas (osteoglossiformes, arapaimatidae), using laparoscopy|445967
806|434|2011|sex determination in the giant of amazon basin arapaima gigas using laparoscopy|445967
807|435|2020|sintese e caracterizacao de hidroxiapatita natural extraida de escamas de pirarucu (arapaima gigas)|15177076
808|435|2020|sintese e caracterizacao de hidroxiapatita natural extraida de escamas de pirarucu (arapaima gigas)|15177076
809|435|2020|sintese e caracterizacao de hidroxiapatita natural extraida de escamas de pirarucu (arapaima gigas)|15177076
810|436|2019|slightly salinized water enhances the growth and survival of <i>arapaima gigas</i> larvae|1355557X
811|437|2019|slightly salinized water enhances the growth and survival of arapaima gigas</i> larvae|1355557X
812|437|2019|slightly salinized water enhances the growth and survival of arapaima gigas</i> larvae|1355557X
813|438|2018|soybean meal in diets for juveniles of pirarucu|469939
814|439|2020|standardization of polymerase chain reaction assay for the authentication of arapaima gigas fish|21660379
815|439|2020|standardization of polymerase chain reaction assay for the authentication of arapaima gigas fish|21660379
816|439|2020|standardization of polymerase chain reaction assay for the authentication of arapaima gigas fish|21660379
817|440|1979|studies of functional properties of hemoglobins of osteoglossum bicirrhossum  and arapaima gigas|
818|441|2008|the complete mitochondrial genome of the pirarucu (arapaima gigas, arapaimidae, osteoglossiformes)|14154757
819|441|2008|the complete mitochondrial genome of the pirarucu (arapaima gigas, arapaimidae, osteoglossiformes)|14154757
820|442|2019|the genome of the arapaima (arapaima gigas) provides insights into gigantism, fast growth and chromosomal sex determination system|20452322
821|442|2019|the genome of the arapaima (arapaima gigas) provides insights into gigantism, fast growth and chromosomal sex determination system|20452322
822|442|2019|the genome of the arapaima (arapaima gigas) provides insights into gigantism, fast growth and chromosomal sex determination system|20452322
823|443|2006|the influence of dietary vitamin c and e supplementation on the physiological response of pirarucu, arapaima gigas, in net culture|10956433
824|443|2006|the influence of dietary vitamin c and e supplementation on the physiological response of pirarucu, arapaima gigas, in net culture|0010406X
825|443|2006|the influence of dietary vitamin c and e supplementation on the physiological response of pirarucu, arapaima gigas, in net culture|0010406X
826|443|2006|the influence of dietary vitamin c and e supplementation on the physiological response of pirarucu, arapaima gigas, in net culture|10956433
827|443|2006|the influence of dietary vitamin c and e supplementation on the physiological response of pirarucu, arapaima gigas, in net culture|10956433
828|444|2006|the influence of dietary vitamin c and e supplementation on the physiological response of pirarucu, arapaima gigas, in net culture.|10956433
829|444|2006|the influence of dietary vitamin c and e supplementation on the physiological response of pirarucu, arapaima gigas, in net culture.|10956433
830|445|2006|the influence of dietary vitamin c and e supplementationon the physiological response of pirarucu, arapaima gigas, in net culture.|10956433
831|445|2006|the influence of dietary vitamin c and e supplementationon the physiological response of pirarucu, arapaima gigas, in net culture.|10956433
832|446|2018|the influence of sex ratio on the reproduction of pirarucu, arapaima gigas, in captivity|18094392
833|447|2019|the largest fish in the world?s biggest river: genetic connectivity and conservation of arapaima gigas in the amazon and araguaia-tocantins drainages|19326203
834|447|2019|the largest fish in the world?s biggest river: genetic connectivity and conservation of arapaima gigas in the amazon and araguaia-tocantins drainages|19326203
835|448|2019|the largest fish in the worlds biggest river: genetic connectivity and conservation of arapaima gigas in the amazon and araguaia-tocantins drainages|19326203
836|449|2008|the monotony of transferrin and esterase electrophoretic patterns in pirarucu, arapaima gigas (schinz, 1822) from santa cruz lake, tefe river, amazonas, brazil|16765680
837|450|2018|the pirarucu net: artefact, animism and the technical object|13591835
838|452|2011|tissue alterations in the pirarucu, arapaima gigas, infectad by goezia spinulosa (nematoda)|19842961
839|453|2011|tissue alterations in the pirarucu, arapaima gigas, infected by goezia spinulosa (nematoda)|0103846X
840|453|2011|tissue alterations in the pirarucu, arapaima gigas, infected by goezia spinulosa (nematoda)|19842961
841|453|2011|tissue alterations in the pirarucu, arapaima gigas, infected by goezia spinulosa (nematoda)|0103846X
842|454|2011|tissue alterations in the pirarucu, arapaima gigas,infected by goezia spinulosa (nematoda)|0103846X
843|451|2009|tissue-dwelling philometrid nematodes of the fish arapaima gigas in brazil|0022149X
844|456|2004|tolerancia de juvenis de pirarucu ao aumento da concentracao de amonia em abiente confinado|0100204X
845|456|2004|tolerancia de juvenis de pirarucu ao aumento da concentracao de amonia em abiente confinado|16783921
846|457|2004|tolerancia de juvenis de pirarucu ao aumento da concentracao de amonia em abiente confinado (no prelo)|0100204X
847|458|2004|tolerancia de juvenis de pirarucu ao aumento da concentracao de amonia em ambiente confinado|0100204X
848|458|2004|tolerancia de juvenis de pirarucu ao aumento da concentracao de amonia em ambiente confinado|0100204X
849|458|2004|tolerancia de juvenis de pirarucu ao aumento da concentracao de amonia em ambiente confinado|0100204X
850|455|2003|tolerancia de juvenis de pirarucu, arapaima gigas, ao aumento da concentracao de amonia em ambiente confinado|
851|459|2016|toxicity of the essential oil of mentha piperita in arapaima gigas (pirarucu) and antiparasitic effects on dawestrema spp. (monogenea)|448486
852|459|2016|toxicity of the essential oil of mentha piperita in arapaima gigas (pirarucu) and antiparasitic effects on dawestrema spp. (monogenea)|448486
853|459|2016|toxicity of the essential oil of mentha piperita in arapaima gigas (pirarucu) and antiparasitic effects on dawestrema spp. (monogenea)|448486
854|459|2016|toxicity of the essential oil of mentha piperita in arapaima gigas (pirarucu) and antiparasitic effects on dawestrema spp. (monogenea)|448486
855|460|2004|transition in organ function during the evelution of air-breathing: insights from arapaima gigas, an obligate air-breathing teleost from the amazon.|220949
856|461|2004|transition in organ function during the evolution of air-breathing; insights from arapaima gigas, an obligate air-breathing teleost from the amazon|220949
857|462|2003|transport of pirarucu (arapaima gigas) in a plastic bag|445967
858|463|2003|transport of pirarucu arapaima gigas in juveniles in plastic bag|445967
859|463|2003|transport of pirarucu arapaima gigas in juveniles in plastic bag|445967
860|464|2003|transport of pirarucu arapaima gigas juveniles in plastic bag|445967
861|464|2003|transport of pirarucu arapaima gigas juveniles in plastic bag|445967
862|465|1998|ultrastructural studie of thrombocyte of arapaima gigas|
863|466|2006|ultrastructural study of the pirarucu swimbladder (arapaima gigas)|1043463
864|467|2006|ultrastructural study of the swimbladder of pirarucu|1043463
865|468|2006|ultrastructural study of the swimbladder of pirarucu.|1043463
866|469|1998|ultrastructural study of thrombocytes of arapaima gigas|15163725
867|469|1998|ultrastructural study of thrombocytes of arapaima gigas|15163725
868|470|1998|ultrastructural study of thrombocytes of arapaima gigas.|15163725
869|471|1998|ultrastructural study of trombocites of arapaima gigas|15163725
870|472|2009|uma revisao das fases de desenvolvimento gonadal de pirarucus arapaima gigas (schinz, 1822) por meio da analise macroscopica como uma proposta para unificacao|1981450X
871|473|2009|uma revisao das fases de desenvolvimento gonadal de pirarucus arapaima gigas (schinz, 1822) por meio de analise macroscopica como uma proposta para unificacao destes conceitos e sua aplicacao pratica nas reservas mamiraua e amana|19814518
872|474|2006|use of salt during transportation of air breathing pirarucu juveniles (arapaima gigas) in plastic bags|448486
873|474|2006|use of salt during transportation of air breathing pirarucu juveniles (arapaima gigas) in plastic bags|448486
874|474|2006|use of salt during transportation of air breathing pirarucu juveniles (arapaima gigas) in plastic bags|448486
875|474|2006|use of salt during transportation of air breathing pirarucu juveniles (arapaima gigas) in plastic bags|448486
876|475|2006|use of salt during transportation of air breathing pirarucu juveniles (arapaima gigas) in plastic bags.|448486
877|476|2019|use of sodium butyrate in the feeding of arapaima gigas (schinz, 1822) juvenile|448486
878|476|2019|use of sodium butyrate in the feeding of arapaima gigas (schinz, 1822) juvenile|448486
879|476|2019|use of sodium butyrate in the feeding of arapaima gigas (schinz, 1822) juvenile|448486
880|477|2019|use of sodium butyrate in the feeding ofarapaima gigas(schinz, 1822)juvenile|448486
881|478|2011|use of spray-dried blood meal as an alternative protein source in pirarucu ( ) diets|10454438
882|478|2011|use of spray-dried blood meal as an alternative protein source in pirarucu ( ) diets|10454438
883|479|2011|use of spray-dried blood meal as an alternative protein source in pirarucu ( arapaima gigas&lt;/i&gt; ) diets|10454438
884|480|2011|use of spray-dried blood meal as an alternative protein source in pirarucu ( arapaima gigas</i> ) diets|10454438
885|481|2003|uso de alimento vivo como dieta inicial no treinamento alimentar de juvenis de pirarucu|0100204X
886|481|2003|uso de alimento vivo como dieta inicial no treinamento alimentar de juvenis de pirarucu|
887|481|2003|uso de alimento vivo como dieta inicial no treinamento alimentar de juvenis de pirarucu|0100204X
888|481|2003|uso de alimento vivo como dieta inicial no treinamento alimentar de juvenis de pirarucu|0100204X
889|482|2003|uso de alimento vivo como dieta inicial no treinamento alimentar de juvenis de pirarucu, arapaima gigas|16783921
890|483|2003|uso de alimento vivo no treinamento alimentar de juvenis de pirarucu, arapaima gigas|
891|483|2003|uso de alimento vivo no treinamento alimentar de juvenis de pirarucu, arapaima gigas|0100204X
892|484|2008|uso de sal durante o transporte de juvenis (1kg) de pirarucu (arapaima gigas)|445967
893|484|2008|uso de sal durante o transporte de juvenis (1kg) de pirarucu (arapaima gigas)|445967
894|484|2008|uso de sal durante o transporte de juvenis (1kg) de pirarucu (arapaima gigas)|445967
895|484|2008|uso de sal durante o transporte de juvenis (1kg) de pirarucu (arapaima gigas)|445967
896|485|2008|uso de sal durante o transporte de juvenis (1kg) de pirarucu (arapaima gigas).|445967
897|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
898|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
899|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
900|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
901|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
902|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
903|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
904|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
905|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
906|486|2010|uva/uvb-induced genotoxicity and lesion repair in colossoma macropomum and arapaima gigas amazonian fish|10111344
907|487|2017|valores hematologicos y bioquimicos de juveniles de paiche arapaima gigas en cultivo intensivo|10185674
908|488|2007|variacoes entre contagens de arapaima gigas (schinz) (osteoglossomorpha, osteoglossidae) feitas por pescadores individualmente em mamiraua, brasil|18099009
909|488|2007|variacoes entre contagens de arapaima gigas (schinz) (osteoglossomorpha, osteoglossidae) feitas por pescadores individualmente em mamiraua, brasil|18099009
910|488|2007|variacoes entre contagens de arapaima gigas (schinz) (osteoglossomorpha, osteoglossidae) feitas por pescadores individualmente em mamiraua, brasil|18099009
911|488|2007|variacoes entre contagens de arapaima gigas (schinz) (osteoglossomorpha, osteoglossidae) feitas por pescadores individualmente em mamiraua, brasil|18099009
912|489|2007|variacoes entre contagens de arapaima gigas (schinz) (osteoglossomorpha, osteoglossidae) feitas por pescadores individualmente em mamiraua, brasil|18099009
913|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
914|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
915|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
916|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
917|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
918|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
919|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
920|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
921|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
922|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
923|490|2018|whole genome sequencing of the pirarucu (arapaima gigas) supports independent emergence of major teleost clades|17596653
924|491|2011|yield and composition of pirarucu fillet in different weight classes|18078672
925|491|2011|yield and composition of pirarucu fillet in different weight classes|18078672
926|491|2011|yield and composition of pirarucu fillet in different weight classes|18078672
927|494|2012|zoneamento dos lagos prioritarios para conservacao e manejo do peixe pirarucu na reserva extrativista lago do cedro, rio araguaia, aruana  go|21764786
928|492|2012|zoneamento dos lagos prioritarios para conservacao e manejo do peixe pirarucu na reserva extrativista lago do cedro, rio araguaia, aruana  go|21764786
929|493|2012|zoneamento dos lagos prioritarios para conservacao e manejo do peixe pirarucu na reserva extrativista lago do cedro, rio araguaia, aruana  go|21764786
